"Town","FIPS","Year","Age Range","Measure Type","Variable","Value"
"Sharon","0900567960",2013,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sharon","0900567960",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Sharon","0900567960",2013,"18 to 24 years","Number","Liquor Law Arrests",0
"Sharon","0900567960",2013,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sharon","0900567960",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Sharon","0900567960",2013,"21 years and over","Number","Liquor Law Arrests",0
"Sharon","0900567960",2013,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Sharon","0900567960",2013,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Sharon","0900567960",2014,"Total","Number","Liquor Law Arrests",0
"Sharon","0900567960",2014,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Sharon","0900567960",2014,"Total","Rate (per 10,000)","Margins of Error",0
"Sharon","0900567960",2014,"10 years and over","Number","Liquor Law Arrests",0
"Sharon","0900567960",2014,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Sharon","0900567960",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Sharon","0900567960",2014,"10 to 17 years","Number","Liquor Law Arrests",0
"Sharon","0900567960",2014,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sharon","0900567960",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Sharon","0900567960",2014,"10 to 20 years","Number","Liquor Law Arrests",0
"Sharon","0900567960",2014,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sharon","0900567960",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Sharon","0900567960",2014,"18 to 24 years","Number","Liquor Law Arrests",0
"Sharon","0900567960",2014,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sharon","0900567960",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Sharon","0900567960",2014,"21 years and over","Number","Liquor Law Arrests",0
"Sharon","0900567960",2014,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Sharon","0900567960",2014,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Sharon","0900567960",2015,"Total","Number","Liquor Law Arrests",1
"Sharon","0900567960",2015,"Total","Rate (per 10,000)","Liquor Law Arrests",3.65
"Sharon","0900567960",2015,"Total","Rate (per 10,000)","Margins of Error",0.02
"Sharon","0900567960",2015,"10 years and over","Number","Liquor Law Arrests",1
"Sharon","0900567960",2015,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",3.9
"Sharon","0900567960",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0.44
"Sharon","0900567960",2015,"10 to 17 years","Number","Liquor Law Arrests",0
"Sharon","0900567960",2015,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sharon","0900567960",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Sharon","0900567960",2015,"10 to 20 years","Number","Liquor Law Arrests",0
"Sharon","0900567960",2015,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sharon","0900567960",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Sharon","0900567960",2015,"18 to 24 years","Number","Liquor Law Arrests",0
"Sharon","0900567960",2015,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sharon","0900567960",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Sharon","0900567960",2015,"21 years and over","Number","Liquor Law Arrests",1
"Sharon","0900567960",2015,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",4.19
"Sharon","0900567960",2015,"21 years and over","Rate (per 10,000)","Margins of Error",0.49
"Shelton","0900168170",2010,"Total","Number","Liquor Law Arrests",0
"Shelton","0900168170",2010,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2010,"Total","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2010,"10 years and over","Number","Liquor Law Arrests",0
"Shelton","0900168170",2010,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2010,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2010,"10 to 17 years","Number","Liquor Law Arrests",0
"Shelton","0900168170",2010,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2010,"10 to 20 years","Number","Liquor Law Arrests",0
"Shelton","0900168170",2010,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2010,"18 to 24 years","Number","Liquor Law Arrests",0
"Shelton","0900168170",2010,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2010,"21 years and over","Number","Liquor Law Arrests",0
"Shelton","0900168170",2010,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2010,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2011,"Total","Number","Liquor Law Arrests",0
"Shelton","0900168170",2011,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2011,"Total","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2011,"10 years and over","Number","Liquor Law Arrests",0
"Shelton","0900168170",2011,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2011,"10 to 17 years","Number","Liquor Law Arrests",0
"Shelton","0900168170",2011,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2011,"10 to 20 years","Number","Liquor Law Arrests",0
"Shelton","0900168170",2011,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2011,"18 to 24 years","Number","Liquor Law Arrests",0
"Shelton","0900168170",2011,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2011,"21 years and over","Number","Liquor Law Arrests",0
"Shelton","0900168170",2011,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2011,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2012,"Total","Number","Liquor Law Arrests",0
"Shelton","0900168170",2012,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2012,"Total","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2012,"10 years and over","Number","Liquor Law Arrests",0
"Shelton","0900168170",2012,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2012,"10 to 17 years","Number","Liquor Law Arrests",0
"Shelton","0900168170",2012,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2012,"10 to 20 years","Number","Liquor Law Arrests",0
"Shelton","0900168170",2012,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2012,"18 to 24 years","Number","Liquor Law Arrests",0
"Shelton","0900168170",2012,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2012,"21 years and over","Number","Liquor Law Arrests",0
"Shelton","0900168170",2012,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2012,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2013,"Total","Number","Liquor Law Arrests",0
"Shelton","0900168170",2013,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2013,"Total","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2013,"10 years and over","Number","Liquor Law Arrests",0
"Shelton","0900168170",2013,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2013,"10 to 17 years","Number","Liquor Law Arrests",0
"Shelton","0900168170",2013,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2013,"10 to 20 years","Number","Liquor Law Arrests",0
"Shelton","0900168170",2013,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2013,"18 to 24 years","Number","Liquor Law Arrests",0
"Shelton","0900168170",2013,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2013,"21 years and over","Number","Liquor Law Arrests",0
"Shelton","0900168170",2013,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2013,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2014,"Total","Number","Liquor Law Arrests",0
"Shelton","0900168170",2014,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2014,"Total","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2014,"10 years and over","Number","Liquor Law Arrests",0
"Shelton","0900168170",2014,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2014,"10 to 17 years","Number","Liquor Law Arrests",0
"Shelton","0900168170",2014,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2014,"10 to 20 years","Number","Liquor Law Arrests",0
"Shelton","0900168170",2014,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2014,"18 to 24 years","Number","Liquor Law Arrests",0
"Shelton","0900168170",2014,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2014,"21 years and over","Number","Liquor Law Arrests",0
"Shelton","0900168170",2014,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2014,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2015,"Total","Number","Liquor Law Arrests",2
"Shelton","0900168170",2015,"Total","Rate (per 10,000)","Liquor Law Arrests",0.49
"Shelton","0900168170",2015,"Total","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2015,"10 years and over","Number","Liquor Law Arrests",2
"Shelton","0900168170",2015,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0.54
"Shelton","0900168170",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0.02
"Shelton","0900168170",2015,"10 to 17 years","Number","Liquor Law Arrests",0
"Shelton","0900168170",2015,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Shelton","0900168170",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Shelton","0900168170",2015,"10 to 20 years","Number","Liquor Law Arrests",1
"Shelton","0900168170",2015,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",1.72
"Shelton","0900168170",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.15
"Shelton","0900168170",2015,"18 to 24 years","Number","Liquor Law Arrests",1
"Shelton","0900168170",2015,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",2.81
"Shelton","0900168170",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",0.36
"Shelton","0900168170",2015,"21 years and over","Number","Liquor Law Arrests",1
"Shelton","0900168170",2015,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0.32
"Shelton","0900168170",2015,"21 years and over","Rate (per 10,000)","Margins of Error",0.01
"Sherman","0900168310",2010,"Total","Number","Liquor Law Arrests",0
"Sherman","0900168310",2010,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2010,"Total","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2010,"10 years and over","Number","Liquor Law Arrests",0
"Sherman","0900168310",2010,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2010,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2010,"10 to 17 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2010,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2010,"10 to 20 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2010,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2010,"18 to 24 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2010,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2010,"21 years and over","Number","Liquor Law Arrests",0
"Sherman","0900168310",2010,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2010,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2011,"Total","Number","Liquor Law Arrests",0
"Sherman","0900168310",2011,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2011,"Total","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2011,"10 years and over","Number","Liquor Law Arrests",0
"Sherman","0900168310",2011,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2011,"10 to 17 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2011,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2011,"10 to 20 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2011,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2011,"18 to 24 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2011,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2011,"21 years and over","Number","Liquor Law Arrests",0
"Sherman","0900168310",2011,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2011,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2012,"Total","Number","Liquor Law Arrests",0
"Sherman","0900168310",2012,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2012,"Total","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2012,"10 years and over","Number","Liquor Law Arrests",0
"Sherman","0900168310",2012,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2012,"10 to 17 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2012,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2012,"10 to 20 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2012,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2012,"18 to 24 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2012,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2012,"21 years and over","Number","Liquor Law Arrests",0
"Sherman","0900168310",2012,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2012,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2013,"Total","Number","Liquor Law Arrests",0
"Sherman","0900168310",2013,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2013,"Total","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2013,"10 years and over","Number","Liquor Law Arrests",0
"Sherman","0900168310",2013,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2013,"10 to 17 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2013,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2013,"10 to 20 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2013,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2013,"18 to 24 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2013,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2013,"21 years and over","Number","Liquor Law Arrests",0
"Sherman","0900168310",2013,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2013,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2014,"Total","Number","Liquor Law Arrests",0
"Sherman","0900168310",2014,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2014,"Total","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2014,"10 years and over","Number","Liquor Law Arrests",0
"Sherman","0900168310",2014,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2014,"10 to 17 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2014,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2014,"10 to 20 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2014,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2014,"18 to 24 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2014,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2014,"21 years and over","Number","Liquor Law Arrests",0
"Sherman","0900168310",2014,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2014,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2015,"Total","Number","Liquor Law Arrests",0
"Sherman","0900168310",2015,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2015,"Total","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2015,"10 years and over","Number","Liquor Law Arrests",0
"Sherman","0900168310",2015,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2015,"10 to 17 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2015,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2015,"10 to 20 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2015,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2015,"18 to 24 years","Number","Liquor Law Arrests",0
"Sherman","0900168310",2015,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Sherman","0900168310",2015,"21 years and over","Number","Liquor Law Arrests",0
"Sherman","0900168310",2015,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Sherman","0900168310",2015,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Simsbury","0900368940",2010,"Total","Number","Liquor Law Arrests",9
"Simsbury","0900368940",2010,"Total","Rate (per 10,000)","Liquor Law Arrests",3.83
"Simsbury","0900368940",2010,"Total","Rate (per 10,000)","Margins of Error",0
"Simsbury","0900368940",2010,"10 years and over","Number","Liquor Law Arrests",9
"Simsbury","0900368940",2010,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",4.39
"Simsbury","0900368940",2010,"10 years and over","Rate (per 10,000)","Margins of Error",0.16
"Simsbury","0900368940",2010,"10 to 17 years","Number","Liquor Law Arrests",3
"Simsbury","0900368940",2010,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",8.35
"Simsbury","0900368940",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0.81
"Simsbury","0900368940",2010,"10 to 20 years","Number","Liquor Law Arrests",7
"Simsbury","0900368940",2010,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",17
"Simsbury","0900368940",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",1.52
"Simsbury","0900368940",2010,"18 to 24 years","Number","Liquor Law Arrests",4
"Simsbury","0900368940",2010,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",34.31
"Simsbury","0900368940",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",6.12
"Simsbury","0900368940",2010,"21 years and over","Number","Liquor Law Arrests",2
"Simsbury","0900368940",2010,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",1.22
"Simsbury","0900368940",2010,"21 years and over","Rate (per 10,000)","Margins of Error",0.05
"Simsbury","0900368940",2011,"Total","Number","Liquor Law Arrests",10
"Simsbury","0900368940",2011,"Total","Rate (per 10,000)","Liquor Law Arrests",4.26
"Simsbury","0900368940",2011,"Total","Rate (per 10,000)","Margins of Error",0.01
"Simsbury","0900368940",2011,"10 years and over","Number","Liquor Law Arrests",10
"Simsbury","0900368940",2011,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",4.91
"Simsbury","0900368940",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0.17
"Simsbury","0900368940",2011,"10 to 17 years","Number","Liquor Law Arrests",4
"Simsbury","0900368940",2011,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",11.68
"Simsbury","0900368940",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",1.12
"Simsbury","0900368940",2011,"10 to 20 years","Number","Liquor Law Arrests",10
"Simsbury","0900368940",2011,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",25.41
"Simsbury","0900368940",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",2.24
"Simsbury","0900368940",2011,"18 to 24 years","Number","Liquor Law Arrests",6
"Simsbury","0900368940",2011,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",55.87
"Simsbury","0900368940",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",9.03
"Simsbury","0900368940",2011,"21 years and over","Number","Liquor Law Arrests",0
"Simsbury","0900368940",2011,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Simsbury","0900368940",2011,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Simsbury","0900368940",2012,"Total","Number","Liquor Law Arrests",11
"Simsbury","0900368940",2012,"Total","Rate (per 10,000)","Liquor Law Arrests",4.67
"Simsbury","0900368940",2012,"Total","Rate (per 10,000)","Margins of Error",0
"Simsbury","0900368940",2012,"10 years and over","Number","Liquor Law Arrests",11
"Simsbury","0900368940",2012,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",5.33
"Simsbury","0900368940",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0.19
"Simsbury","0900368940",2012,"10 to 17 years","Number","Liquor Law Arrests",1
"Simsbury","0900368940",2012,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",2.76
"Simsbury","0900368940",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0.26
"Simsbury","0900368940",2012,"10 to 20 years","Number","Liquor Law Arrests",9
"Simsbury","0900368940",2012,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",21.81
"Simsbury","0900368940",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",1.86
"Simsbury","0900368940",2012,"18 to 24 years","Number","Liquor Law Arrests",8
"Simsbury","0900368940",2012,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",70.8
"Simsbury","0900368940",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",11.45
"Simsbury","0900368940",2012,"21 years and over","Number","Liquor Law Arrests",2
"Simsbury","0900368940",2012,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",1.21
"Simsbury","0900368940",2012,"21 years and over","Rate (per 10,000)","Margins of Error",0.05
"Simsbury","0900368940",2013,"Total","Number","Liquor Law Arrests",5
"Simsbury","0900368940",2013,"Total","Rate (per 10,000)","Liquor Law Arrests",2.12
"Simsbury","0900368940",2013,"Total","Rate (per 10,000)","Margins of Error",0
"Simsbury","0900368940",2013,"10 years and over","Number","Liquor Law Arrests",5
"Simsbury","0900368940",2013,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",2.4
"Simsbury","0900368940",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0.08
"Simsbury","0900368940",2013,"10 to 17 years","Number","Liquor Law Arrests",2
"Simsbury","0900368940",2013,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",5.54
"Simsbury","0900368940",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0.5
"Simsbury","0900368940",2013,"10 to 20 years","Number","Liquor Law Arrests",4
"Simsbury","0900368940",2013,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",9.4
"Simsbury","0900368940",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.78
"Simsbury","0900368940",2013,"18 to 24 years","Number","Liquor Law Arrests",3
"Simsbury","0900368940",2013,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",23.27
"Simsbury","0900368940",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",3.87
"Simsbury","0900368940",2013,"21 years and over","Number","Liquor Law Arrests",1
"Simsbury","0900368940",2013,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0.6
