"Town","FIPS","Year","Age Range","Measure Type","Variable","Value"
"Durham","0900720810",2015,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Durham","0900720810",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Durham","0900720810",2015,"10 to 20 years","Number","Liquor Law Arrests",0
"Durham","0900720810",2015,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Durham","0900720810",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Durham","0900720810",2015,"18 to 24 years","Number","Liquor Law Arrests",0
"Durham","0900720810",2015,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Durham","0900720810",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Durham","0900720810",2015,"21 years and over","Number","Liquor Law Arrests",0
"Durham","0900720810",2015,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Durham","0900720810",2015,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2010,"Total","Number","Liquor Law Arrests",0
"Eastford","0901521860",2010,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2010,"Total","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2010,"10 years and over","Number","Liquor Law Arrests",0
"Eastford","0901521860",2010,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2010,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2010,"10 to 17 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2010,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2010,"10 to 20 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2010,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2010,"18 to 24 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2010,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2010,"21 years and over","Number","Liquor Law Arrests",0
"Eastford","0901521860",2010,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2010,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2011,"Total","Number","Liquor Law Arrests",0
"Eastford","0901521860",2011,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2011,"Total","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2011,"10 years and over","Number","Liquor Law Arrests",0
"Eastford","0901521860",2011,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2011,"10 to 17 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2011,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2011,"10 to 20 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2011,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2011,"18 to 24 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2011,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2011,"21 years and over","Number","Liquor Law Arrests",0
"Eastford","0901521860",2011,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2011,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2012,"Total","Number","Liquor Law Arrests",0
"Eastford","0901521860",2012,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2012,"Total","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2012,"10 years and over","Number","Liquor Law Arrests",0
"Eastford","0901521860",2012,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2012,"10 to 17 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2012,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2012,"10 to 20 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2012,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2012,"18 to 24 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2012,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2012,"21 years and over","Number","Liquor Law Arrests",0
"Eastford","0901521860",2012,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2012,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2013,"Total","Number","Liquor Law Arrests",0
"Eastford","0901521860",2013,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2013,"Total","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2013,"10 years and over","Number","Liquor Law Arrests",0
"Eastford","0901521860",2013,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2013,"10 to 17 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2013,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2013,"10 to 20 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2013,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2013,"18 to 24 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2013,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2013,"21 years and over","Number","Liquor Law Arrests",0
"Eastford","0901521860",2013,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2013,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2014,"Total","Number","Liquor Law Arrests",0
"Eastford","0901521860",2014,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2014,"Total","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2014,"10 years and over","Number","Liquor Law Arrests",0
"Eastford","0901521860",2014,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2014,"10 to 17 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2014,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2014,"10 to 20 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2014,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2014,"18 to 24 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2014,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2014,"21 years and over","Number","Liquor Law Arrests",0
"Eastford","0901521860",2014,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2014,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2015,"Total","Number","Liquor Law Arrests",0
"Eastford","0901521860",2015,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2015,"Total","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2015,"10 years and over","Number","Liquor Law Arrests",0
"Eastford","0901521860",2015,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2015,"10 to 17 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2015,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2015,"10 to 20 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2015,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2015,"18 to 24 years","Number","Liquor Law Arrests",0
"Eastford","0901521860",2015,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Eastford","0901521860",2015,"21 years and over","Number","Liquor Law Arrests",0
"Eastford","0901521860",2015,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Eastford","0901521860",2015,"21 years and over","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2010,"Total","Number","Liquor Law Arrests",0
"East Granby","0900322070",2010,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2010,"Total","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2010,"10 years and over","Number","Liquor Law Arrests",0
"East Granby","0900322070",2010,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2010,"10 years and over","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2010,"10 to 17 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2010,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2010,"10 to 20 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2010,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2010,"18 to 24 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2010,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2010,"21 years and over","Number","Liquor Law Arrests",0
"East Granby","0900322070",2010,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2010,"21 years and over","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2011,"Total","Number","Liquor Law Arrests",0
"East Granby","0900322070",2011,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2011,"Total","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2011,"10 years and over","Number","Liquor Law Arrests",0
"East Granby","0900322070",2011,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2011,"10 to 17 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2011,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2011,"10 to 20 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2011,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2011,"18 to 24 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2011,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2011,"21 years and over","Number","Liquor Law Arrests",0
"East Granby","0900322070",2011,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2011,"21 years and over","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2012,"Total","Number","Liquor Law Arrests",0
"East Granby","0900322070",2012,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2012,"Total","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2012,"10 years and over","Number","Liquor Law Arrests",0
"East Granby","0900322070",2012,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2012,"10 to 17 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2012,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2012,"10 to 20 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2012,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2012,"18 to 24 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2012,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2012,"21 years and over","Number","Liquor Law Arrests",0
"East Granby","0900322070",2012,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2012,"21 years and over","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2013,"Total","Number","Liquor Law Arrests",0
"East Granby","0900322070",2013,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2013,"Total","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2013,"10 years and over","Number","Liquor Law Arrests",0
"East Granby","0900322070",2013,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2013,"10 to 17 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2013,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2013,"10 to 20 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2013,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2013,"18 to 24 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2013,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2013,"21 years and over","Number","Liquor Law Arrests",0
"East Granby","0900322070",2013,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2013,"21 years and over","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2014,"Total","Number","Liquor Law Arrests",0
"East Granby","0900322070",2014,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2014,"Total","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2014,"10 years and over","Number","Liquor Law Arrests",0
"East Granby","0900322070",2014,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2014,"10 to 17 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2014,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2014,"10 to 20 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2014,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2014,"18 to 24 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2014,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2014,"21 years and over","Number","Liquor Law Arrests",0
"East Granby","0900322070",2014,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2014,"21 years and over","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2015,"Total","Number","Liquor Law Arrests",0
"East Granby","0900322070",2015,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2015,"Total","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2015,"10 years and over","Number","Liquor Law Arrests",0
"East Granby","0900322070",2015,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2015,"10 to 17 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2015,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2015,"10 to 20 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2015,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2015,"18 to 24 years","Number","Liquor Law Arrests",0
"East Granby","0900322070",2015,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"East Granby","0900322070",2015,"21 years and over","Number","Liquor Law Arrests",0
"East Granby","0900322070",2015,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Granby","0900322070",2015,"21 years and over","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2010,"Total","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2010,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2010,"Total","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2010,"10 years and over","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2010,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2010,"10 years and over","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2010,"10 to 17 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2010,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2010,"10 to 20 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2010,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2010,"18 to 24 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2010,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2010,"21 years and over","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2010,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2010,"21 years and over","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2011,"Total","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2011,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2011,"Total","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2011,"10 years and over","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2011,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2011,"10 to 17 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2011,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2011,"10 to 20 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2011,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2011,"18 to 24 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2011,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2011,"21 years and over","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2011,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2011,"21 years and over","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2012,"Total","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2012,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2012,"Total","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2012,"10 years and over","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2012,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2012,"10 to 17 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2012,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2012,"10 to 20 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2012,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2012,"18 to 24 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2012,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2012,"21 years and over","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2012,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2012,"21 years and over","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2013,"Total","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2013,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2013,"Total","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2013,"10 years and over","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2013,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2013,"10 to 17 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2013,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2013,"10 to 20 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2013,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2013,"18 to 24 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2013,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2013,"21 years and over","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2013,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2013,"21 years and over","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2014,"Total","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2014,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2014,"Total","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2014,"10 years and over","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2014,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2014,"10 to 17 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2014,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2014,"10 to 20 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2014,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2014,"18 to 24 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2014,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2014,"21 years and over","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2014,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2014,"21 years and over","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2015,"Total","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2015,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2015,"Total","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2015,"10 years and over","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2015,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2015,"10 to 17 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2015,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2015,"10 to 20 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2015,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2015,"18 to 24 years","Number","Liquor Law Arrests",0
"East Haddam","0900722280",2015,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"East Haddam","0900722280",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"East Haddam","0900722280",2015,"21 years and over","Number","Liquor Law Arrests",0
